Estructura,Tècnica de construcció,Nomenclatura del castell,Nomenclatura alternativa del castell,Alteració,Índex Joc,Coord X,Coord Y,Índex Gran TpC,Coord X,Coord Y,Índex TpC,Coord,,Pisos d’alçada,Denominació del castell,Denominació alternativa del castell,Sobrenom del castel,Sobrenom alternatiu del castell,Puntuació Concurs / castell carregat,Puntuació Concurs / castell descarregat,Estat,Núm de castellers òptim,Alçada aproximada del castell (metres),Pes estimat del castell (kg),Pes estimat del tronc del castell sobre el peu (kg),Temps total d’execució de castell carregat*,Temps total d’execució de castell descarregat*,Gamma del castell,Gamma del castell detallada,Gamma del castell,Gamma del castell detallada,Gamma del castell,Gamma del castell detallada,carregat,descarregat,carregat,descarregat,carregat,descarregat,carregat,descarregat,Enllaç Viquipèdia en català,descarregat,carregat,TOTAL Núm de colles que l’han dut a terme/intentat,Núm de castells descarregats,Núm de castells carregats,Núm d’intents,Núm d’intents desmuntats,Núm de castells assolits,Núm de castells no assolits,Núm de castells caiguts,TOTAL castells,número de baixos òptim,número d’agulles òptim,número de crosses òptim,número de contraforts òptim,número de daus/vents/mà i mà òptim,número de laterals/girats òptim,número de primeres mans òptim,número de taps òptim,Núm òptim  total castellers pinya,número de baixos òptim,número de segons òptim,número de terços òptim,número de quarts òptim,número de cinquens òptim,número de sisens òptim,número de setens òptim,número de vuitens òptim,número de novens òptim,número de desens òptim,número d’onzens òptim,número de dotzens òptim,Núm òptim  total castellers tronc,número de dosos òptim,número d’acotxadors òptim,número d’enxanetes òptim,Núm òptim  total castellers pom,,,Entrada de baixos,Entrada de segons,Entrada de terços,Entrada de quarts,Entrada de quints/cinquens,Entrada de sisens,Entrada de vuitens,Entrada de novens,Entrada de desens,Entrada d’onzens,Entrada de dotzens,Entrada de dosos,Entrada d’acotxador/aixecador/cassoleta,Entrada d’enxaneta,Entrada baix del pilar/agulla,Entrada segon del pilar/agulla,Entrada terç del pilar/agulla,Entrada quart del pilar/agulla,Entrada quint del pilar/agulla,Entrada sisè del pilar/agulla,Entrada setè del pilar/agulla,Entrada vuitè del pilar/agulla,Entrada novè del pilar/agulla,Entrada desè del pilar/agulla,Entrada onzè del pilar/agulla,Entrada dotzè del pilar/agulla,Entrada enxaneta del pilar/agulla,Primera aleta,Segona aleta,Tercera aleta,Quarta aleta,Temps total d’execució de castell carregat,Sortida d’enxaneta,Sortida d’acotxador/aixecador/cassoleta,Sortida de dosos,Sortida de dotzens,Sortida d’onzens,Sortida de desens,Sortida de novens,Sortida de vuitens,Sortida de setens,Sortida de sisens,Sortida de quints/cinquens,Sortida de quarts,Sortida de terços,Sortida de segons,Sortida de baixos,Sortida enxaneta del pilar/agulla,Sortida dotzè del pilar/agulla,Sortida onzè del pilar/agulla,Sortida desè del pilar/agulla,Sortida novè del pilar/agulla,Sortida vuitè del pilar/agulla,Sortida setè del pilar/agulla,Sortida sisè del pilar/agulla,Sortida quint del pilar/agulla,Sortida quart del pilar/agulla,Sortida terç del pilar/agulla,Sortida segon del pilar/agulla,Sortida baix del pilar/agulla,Temps total d’execució de castell descarregat
el nou (amb una enxaneta),bàsic II,9d12fmp,,♯,1481,,,,,,,,II,12,"nou de dotze amb folre, manilles i puntals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1482+AV1482,=AW1482+AX1482,=AV1482+AW1482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),bàsic II,9d12fm,,♯♯,1482,,,,,,,,II,12,nou de dotze amb folre i manilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1483+AV1483,=AW1483+AX1483,=AV1483+AW1483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),bàsic II,9d12f,,♯♯♯,1483,,,,,,,,II,12,nou de dotze amb folre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1484+AV1484,=AW1484+AX1484,=AV1484+AW1484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),bàsic II,9d13fmpalsb,,"♭♭
♭",1484,,,,,,,,II,13,"nou de tretze amb folre, manilles, puntals, ajuts, llargs, salts i bigues",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1485+AV1485,=AW1485+AX1485,=AV1485+AW1485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),bàsic II,9d13fmpals,,♭,1485,,,,,,,,II,13,"nou de tretze amb folre, manilles, puntals, ajuts, llargs i salts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1486+AV1486,=AW1486+AX1486,=AV1486+AW1486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),bàsic II,9d13fmpal,,,1486,,,,,,,,II,13,"nou de tretze amb folre, manilles, puntals, ajuts i llargs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1487+AV1487,=AW1487+AX1487,=AV1487+AW1487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),bàsic II,9d13fmpa,,♯,1487,,,,,,,,II,13,"nou de tretze amb folre, manilles, puntals i ajuts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1488+AV1488,=AW1488+AX1488,=AV1488+AW1488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),bàsic II,9d13fmp,,♯♯,1488,,,,,,,,II,13,"nou de tretze amb folre, manilles i puntals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1489+AV1489,=AW1489+AX1489,=AV1489+AW1489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),bàsic II,9d13fm,,♯♯♯,1489,,,,,,,,II,13,nou de tretze amb folre i manilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1490+AV1490,=AW1490+AX1490,=AV1490+AW1490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),bàsic II,9d14fmpalsbt,,"♭♭
♭",1490,,,,,,,,II,14,"nou de catorze amb folre, manilles, puntals, ajuts, llargs, salts, bigues i terrats",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1491+AV1491,=AW1491+AX1491,=AV1491+AW1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),bàsic II,9d14fmpalsb,,♭,1491,,,,,,,,II,14,"nou de catorze amb folre, manilles, puntals, ajuts, llargs, salts i bigues",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1492+AV1492,=AW1492+AX1492,=AV1492+AW1492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),bàsic II,9d14fmpals,,,1492,,,,,,,,II,14,"nou de catorze amb folre, manilles, puntals, ajuts, llargs i salts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1493+AV1493,=AW1493+AX1493,=AV1493+AW1493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),bàsic II,9d14fmpal,,♯,1493,,,,,,,,II,14,"nou de catorze amb folre, manilles, puntals, ajuts i llargs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1494+AV1494,=AW1494+AX1494,=AV1494+AW1494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),bàsic II,9d14fmpa,,♯♯,1494,,,,,,,,II,14,"nou de catorze amb folre, manilles, puntals i ajuts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1495+AV1495,=AW1495+AX1495,=AV1495+AW1495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),bàsic II,9d14fmp,,♯♯♯,1495,,,,,,,,II,14,"nou de catorze amb folre, manilles i puntals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1496+AV1496,=AW1496+AX1496,=AV1496+AW1496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),amb l’agulla II,9d5a,,,1496,,,,,,,,II,5,nou de cinc amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1497+AV1497,=AW1497+AX1497,=AV1497+AW1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),amb l’agulla II,9d5na,,♯,1497,,,,,,,,II,5,nou de cinc net amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1498+AV1498,=AW1498+AX1498,=AV1498+AW1498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),amb l’agulla II,9d6a,,,1498,,,,,,,,II,6,nou de sis amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1499+AV1499,=AW1499+AX1499,=AV1499+AW1499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),amb l’agulla II,9d6na,,♯,1499,,,,,,,,II,6,nou de sis net amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1500+AV1500,=AW1500+AX1500,=AV1500+AW1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),amb l’agulla II,9d7fa,,♭,1500,,,,,,,,II,7,nou de set amb folre amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1501+AV1501,=AW1501+AX1501,=AV1501+AW1501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),amb l’agulla II,9d7a,,,1501,,,,,,,,II,7,nou de set amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1502+AV1502,=AW1502+AX1502,=AV1502+AW1502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),amb l’agulla II,9d7na,,♯,1502,,,,,,,,II,7,nou de set net amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1503+AV1503,=AW1503+AX1503,=AV1503+AW1503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),amb l’agulla II,9d8fa,,♭,1503,,,,,,,,II,8,nou de vuit amb folre amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1504+AV1504,=AW1504+AX1504,=AV1504+AW1504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),amb l’agulla II,9d8a,,,1504,,,,,,,,II,8,nou de vuit amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1505+AV1505,=AW1505+AX1505,=AV1505+AW1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),amb l’agulla II,9d8na,,♯,1505,,,,,,,,II,8,nou de vuit net amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1506+AV1506,=AW1506+AX1506,=AV1506+AW1506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),amb l’agulla II,9d9fmpa,,"♭♭
♭",1506,,,,,,,,II,9,"nou de nou amb folre, manilles i puntals amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1507+AV1507,=AW1507+AX1507,=AV1507+AW1507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),amb l’agulla II,9d9fma,,♭,1507,,,,,,,,II,9,nou de nou amb folre i manilles amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1508+AV1508,=AW1508+AX1508,=AV1508+AW1508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),amb l’agulla II,9d9fa,,,1508,,,,,,,,II,9,nou de nou amb folre amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1509+AV1509,=AW1509+AX1509,=AV1509+AW1509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),amb l’agulla II,9d9a,,♯,1509,,,,,,,,II,9,nou de nou amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1510+AV1510,=AW1510+AX1510,=AV1510+AW1510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),amb l’agulla II,9d9na,,♯♯,1510,,,,,,,,II,9,nou de nou net amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1511+AV1511,=AW1511+AX1511,=AV1511+AW1511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),amb l’agulla II,9d10fmpaa,,"♭♭
♭",1511,,,,,,,,II,10,"nou de deu amb folre, manilles, puntals i ajuts amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1512+AV1512,=AW1512+AX1512,=AV1512+AW1512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),amb l’agulla II,9d10fmpa,,♭,1512,,,,,,,,II,10,"nou de deu amb folre, manilles i puntals amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1513+AV1513,=AW1513+AX1513,=AV1513+AW1513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),amb l’agulla II,9d10fma,,,1513,,,,,,,,II,10,nou de deu amb folre i manilles amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1514+AV1514,=AW1514+AX1514,=AV1514+AW1514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),amb l’agulla II,9d10fa,,♯,1514,,,,,,,,II,10,nou de deu amb folre amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1515+AV1515,=AW1515+AX1515,=AV1515+AW1515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),amb l’agulla II,9d10a,,♯♯,1515,,,,,,,,II,10,nou de deu amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1516+AV1516,=AW1516+AX1516,=AV1516+AW1516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),amb l’agulla II,9d10na,,♯♯♯,1516,,,,,,,,II,10,nou de deu net amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1517+AV1517,=AW1517+AX1517,=AV1517+AW1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),amb l’agulla II,9d11fmpala,,"♭♭
♭",1517,,,,,,,,II,11,"nou d’onze amb folre, manilles, puntals, ajuts i llargs amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1518+AV1518,=AW1518+AX1518,=AV1518+AW1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),amb l’agulla II,9d11fmpaa,,♭,1518,,,,,,,,II,11,"nou d’onze amb folre, manilles, puntals i ajuts amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1519+AV1519,=AW1519+AX1519,=AV1519+AW1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),amb l’agulla II,9d11fmpa,,,1519,,,,,,,,II,11,"nou d’onze amb folre, manilles i puntals amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1520+AV1520,=AW1520+AX1520,=AV1520+AW1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),amb l’agulla II,9d11fma,,♯,1520,,,,,,,,II,11,nou d’onze amb folre i manilles amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1521+AV1521,=AW1521+AX1521,=AV1521+AW1521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),amb l’agulla II,9d11fa,,♯♯,1521,,,,,,,,II,11,nou d’onze amb folre amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1522+AV1522,=AW1522+AX1522,=AV1522+AW1522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),amb l’agulla II,9d11a,,♯♯♯,1522,,,,,,,,II,11,nou d’onze amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1523+AV1523,=AW1523+AX1523,=AV1523+AW1523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),amb l’agulla II,9d12fmpalsa,,"♭♭
♭",1523,,,,,,,,II,12,"nou de dotze amb folre, manilles, puntals, ajuts, llargs i salts amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1524+AV1524,=AW1524+AX1524,=AV1524+AW1524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),amb l’agulla II,9d12fmpala,,♭,1524,,,,,,,,II,12,"nou de dotze amb folre, manilles, puntals, ajuts i llargs amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1525+AV1525,=AW1525+AX1525,=AV1525+AW1525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),amb l’agulla II,9d12fmpaa,,,1525,,,,,,,,II,12,"nou de dotze amb folre, manilles, puntals i ajuts amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1526+AV1526,=AW1526+AX1526,=AV1526+AW1526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),amb l’agulla II,9d12fmpa,,♯,1526,,,,,,,,II,12,"nou de dotze amb folre, manilles i puntals amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1527+AV1527,=AW1527+AX1527,=AV1527+AW1527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),amb l’agulla II,9d12fma,,♯♯,1527,,,,,,,,II,12,nou de dotze amb folre i manilles amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1528+AV1528,=AW1528+AX1528,=AV1528+AW1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),amb l’agulla II,9d12fa,,♯♯♯,1528,,,,,,,,II,12,nou de dotze amb folre amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1529+AV1529,=AW1529+AX1529,=AV1529+AW1529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),amb l’agulla II,9d13fmpalsba,,"♭♭
♭",1529,,,,,,,,II,13,"nou de tretze amb folre, manilles, puntals, ajuts, llargs, salts i bigues amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1530+AV1530,=AW1530+AX1530,=AV1530+AW1530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),amb l’agulla II,9d13fmpalsa,,♭,1530,,,,,,,,II,13,"nou de tretze amb folre, manilles, puntals, ajuts, llargs i salts amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1531+AV1531,=AW1531+AX1531,=AV1531+AW1531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),amb l’agulla II,9d13fmpala,,,1531,,,,,,,,II,13,"nou de tretze amb folre, manilles, puntals, ajuts i llargs amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1532+AV1532,=AW1532+AX1532,=AV1532+AW1532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),amb l’agulla II,9d13fmpaa,,♯,1532,,,,,,,,II,13,"nou de tretze amb folre, manilles, puntals i ajuts amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1533+AV1533,=AW1533+AX1533,=AV1533+AW1533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),amb l’agulla II,9d13fmpa,,♯♯,1533,,,,,,,,II,13,"nou de tretze amb folre, manilles i puntals amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1534+AV1534,=AW1534+AX1534,=AV1534+AW1534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou (amb una enxaneta),amb l’agulla II,9d13fma,,♯♯♯,1534,,,,,,,,II,13,nou de tretze amb folre i manilles amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1535+AV1535,=AW1535+AX1535,=AV1535+AW1535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
