Estructura,Tècnica de construcció,Nomenclatura del castell,Nomenclatura alternativa del castell,Alteració,Índex Joc,Coord X,Coord Y,Índex Gran TpC,Coord X,Coord Y,Índex TpC,Coord,,Pisos d’alçada,Denominació del castell,Denominació alternativa del castell,Sobrenom del castel,Sobrenom alternatiu del castell,Puntuació Concurs / castell carregat,Puntuació Concurs / castell descarregat,Estat,Núm de castellers òptim,Alçada aproximada del castell (metres),Pes estimat del castell (kg),Pes estimat del tronc del castell sobre el peu (kg),Temps total d’execució de castell carregat*,Temps total d’execució de castell descarregat*,Gamma del castell,Gamma del castell detallada,Gamma del castell,Gamma del castell detallada,Gamma del castell,Gamma del castell detallada,carregat,descarregat,carregat,descarregat,carregat,descarregat,carregat,descarregat,Enllaç Viquipèdia en català,descarregat,carregat,TOTAL Núm de colles que l’han dut a terme/intentat,Núm de castells descarregats,Núm de castells carregats,Núm d’intents,Núm d’intents desmuntats,Núm de castells assolits,Núm de castells no assolits,Núm de castells caiguts,TOTAL castells,número de baixos òptim,número d’agulles òptim,número de crosses òptim,número de contraforts òptim,número de daus/vents/mà i mà òptim,número de laterals/girats òptim,número de primeres mans òptim,número de taps òptim,Núm òptim  total castellers pinya,número de baixos òptim,número de segons òptim,número de terços òptim,número de quarts òptim,número de cinquens òptim,número de sisens òptim,número de setens òptim,número de vuitens òptim,número de novens òptim,número de desens òptim,número d’onzens òptim,número de dotzens òptim,Núm òptim  total castellers tronc,número de dosos òptim,número d’acotxadors òptim,número d’enxanetes òptim,Núm òptim  total castellers pom,,,Entrada de baixos,Entrada de segons,Entrada de terços,Entrada de quarts,Entrada de quints/cinquens,Entrada de sisens,Entrada de vuitens,Entrada de novens,Entrada de desens,Entrada d’onzens,Entrada de dotzens,Entrada de dosos,Entrada d’acotxador/aixecador/cassoleta,Entrada d’enxaneta,Entrada baix del pilar/agulla,Entrada segon del pilar/agulla,Entrada terç del pilar/agulla,Entrada quart del pilar/agulla,Entrada quint del pilar/agulla,Entrada sisè del pilar/agulla,Entrada setè del pilar/agulla,Entrada vuitè del pilar/agulla,Entrada novè del pilar/agulla,Entrada desè del pilar/agulla,Entrada onzè del pilar/agulla,Entrada dotzè del pilar/agulla,Entrada enxaneta del pilar/agulla,Primera aleta,Segona aleta,Tercera aleta,Quarta aleta,Temps total d’execució de castell carregat,Sortida d’enxaneta,Sortida d’acotxador/aixecador/cassoleta,Sortida de dosos,Sortida de dotzens,Sortida d’onzens,Sortida de desens,Sortida de novens,Sortida de vuitens,Sortida de setens,Sortida de sisens,Sortida de quints/cinquens,Sortida de quarts,Sortida de terços,Sortida de segons,Sortida de baixos,Sortida enxaneta del pilar/agulla,Sortida dotzè del pilar/agulla,Sortida onzè del pilar/agulla,Sortida desè del pilar/agulla,Sortida novè del pilar/agulla,Sortida vuitè del pilar/agulla,Sortida setè del pilar/agulla,Sortida sisè del pilar/agulla,Sortida quint del pilar/agulla,Sortida quart del pilar/agulla,Sortida terç del pilar/agulla,Sortida segon del pilar/agulla,Sortida baix del pilar/agulla,Temps total d’execució de castell descarregat
el sis,amb l’agulla,6d6na,,♯,503,,,121,,,,,,6,sis de sis net amb l'agulla,,,,sense puntuació,sense puntuació,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU504+AV504,=AW504+AX504,=AV504+AW504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb l’agulla,6d7fa,,♭,504,,,,,,,,,7,sis de set amb folre amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU505+AV505,=AW505+AX505,=AV505+AW505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb l’agulla,6d7a,,,505,,,122,,,53,C14F4,,7,sis de set amb l'agulla,,,,sense puntuació,sense puntuació,assolit,114,"6,9",7410,1505,"2m 14,060s ","2m 31,013s ",gamma de set,gamma alta de set,,,,,,,,,,,,,,,,,1,0,0,0,=AU506+AV506,=AW506+AX506,=AV506+AW506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb l’agulla,6d7na,,♯,506,,,,,,,,,7,sis de set net amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU507+AV507,=AW507+AX507,=AV507+AW507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb l’agulla,6d8fa,,♭,507,,,,,,,,,8,sis de vuit amb folre amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU508+AV508,=AW508+AX508,=AV508+AW508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb l’agulla,6d8a,,,508,,,,,,,,,8,sis de vuit amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU509+AV509,=AW509+AX509,=AV509+AW509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb l’agulla,6d8na,,♯,509,,,,,,,,,8,sis de vuit net amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU510+AV510,=AW510+AX510,=AV510+AW510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb l’agulla,6d9fmpa,,"♭♭
♭",510,,,,,,,,,9,"sis de nou amb folre, manilles i puntals amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU511+AV511,=AW511+AX511,=AV511+AW511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb l’agulla,6d9fma,,♭,511,,,,,,,,,9,sis de nou amb folre i manilles amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU512+AV512,=AW512+AX512,=AV512+AW512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb l’agulla,6d9fa,,,512,,,,,,,,,9,sis de nou amb folre amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU513+AV513,=AW513+AX513,=AV513+AW513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb l’agulla,6d9a,,♯,513,,,,,,,,,9,sis de nou amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU514+AV514,=AW514+AX514,=AV514+AW514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb l’agulla,6d9na,,♯♯,514,,,,,,,,,9,sis de nou net amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU515+AV515,=AW515+AX515,=AV515+AW515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb l’agulla,6d10fmpaa,,"♭♭
♭",515,,,,,,,,,10,"sis de deu amb folre, manilles, puntals i ajuts amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU516+AV516,=AW516+AX516,=AV516+AW516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb l’agulla,6d10fmpa,,♭,516,,,,,,,,,10,"sis de deu amb folre, manilles i puntals amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU517+AV517,=AW517+AX517,=AV517+AW517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb l’agulla,6d10fma,,,517,,,,,,,,,10,sis de deu amb folre i manilles amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU518+AV518,=AW518+AX518,=AV518+AW518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb l’agulla,6d10fa,,♯,518,,,,,,,,,10,sis de deu amb folre amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU519+AV519,=AW519+AX519,=AV519+AW519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb l’agulla,6d10a,,♯♯,519,,,,,,,,,10,sis de deu amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU520+AV520,=AW520+AX520,=AV520+AW520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb l’agulla,6d10na,,♯♯♯,520,,,,,,,,,10,sis de deu net amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU521+AV521,=AW521+AX521,=AV521+AW521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb l’agulla,6d11fmpala,,"♭♭
♭",521,,,,,,,,,11,"sis d’onze amb folre, manilles, puntals, ajuts i llargs amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU522+AV522,=AW522+AX522,=AV522+AW522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb l’agulla,6d11fmpaa,,♭,522,,,,,,,,,11,"sis d’onze amb folre, manilles, puntals i ajuts amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU523+AV523,=AW523+AX523,=AV523+AW523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb l’agulla,6d11fmpa,,,523,,,,,,,,,11,"sis d’onze amb folre, manilles i puntals amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU524+AV524,=AW524+AX524,=AV524+AW524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb l’agulla,6d11fma,,♯,524,,,,,,,,,11,sis d’onze amb folre i manilles amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU525+AV525,=AW525+AX525,=AV525+AW525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb l’agulla,6d11fa,,♯♯,525,,,,,,,,,11,sis d’onze amb folre amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU526+AV526,=AW526+AX526,=AV526+AW526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb l’agulla,6d11a,,♯♯♯,526,,,,,,,,,11,sis d’onze amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU527+AV527,=AW527+AX527,=AV527+AW527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb l’agulla,6d12fmpalsa,,"♭♭
♭",527,,,,,,,,,12,"sis de dotze amb folre, manilles, puntals, ajuts, llargs i salts amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU528+AV528,=AW528+AX528,=AV528+AW528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb l’agulla,6d12fmpala,,♭,528,,,,,,,,,12,"sis de dotze amb folre, manilles, puntals, ajuts i llargs amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU529+AV529,=AW529+AX529,=AV529+AW529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb l’agulla,6d12fmpaa,,,529,,,,,,,,,12,"sis de dotze amb folre, manilles, puntals i ajuts amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU530+AV530,=AW530+AX530,=AV530+AW530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb l’agulla,6d12fmpa,,♯,530,,,,,,,,,12,"sis de dotze amb folre, manilles i puntals amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU531+AV531,=AW531+AX531,=AV531+AW531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb l’agulla,6d12fma,,♯♯,531,,,,,,,,,12,sis de dotze amb folre i manilles amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU532+AV532,=AW532+AX532,=AV532+AW532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb l’agulla,6d12fa,,♯♯♯,532,,,,,,,,,12,sis de dotze amb folre amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU533+AV533,=AW533+AX533,=AV533+AW533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb l’agulla,6d13fmpalsba,,"♭♭
♭",533,,,,,,,,,13,"sis de tretze amb folre, manilles, puntals, ajuts, llargs, salts i bigues amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU534+AV534,=AW534+AX534,=AV534+AW534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb l’agulla,6d13fmpalsa,,♭,534,,,,,,,,,13,"sis de tretze amb folre, manilles, puntals, ajuts, llargs i salts amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU535+AV535,=AW535+AX535,=AV535+AW535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb l’agulla,6d13fmpala,,,535,,,,,,,,,13,"sis de tretze amb folre, manilles, puntals, ajuts i llargs amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU536+AV536,=AW536+AX536,=AV536+AW536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb l’agulla,6d13fmpaa,,♯,536,,,,,,,,,13,"sis de tretze amb folre, manilles, puntals i ajuts amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU537+AV537,=AW537+AX537,=AV537+AW537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb l’agulla,6d13fmpa,,♯♯,537,,,,,,,,,13,"sis de tretze amb folre, manilles i puntals amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU538+AV538,=AW538+AX538,=AV538+AW538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb l’agulla,6d13fma,,♯♯♯,538,,,,,,,,,13,sis de tretze amb folre i manilles amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU539+AV539,=AW539+AX539,=AV539+AW539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb dues agulles,6d5aa,,,539,,,123,,,,,,5,sis de cinc amb dues agulles,,,,sense puntuació,sense puntuació,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU540+AV540,=AW540+AX540,=AV540+AW540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb dues agulles,6d5naa,,♯,540,,,124,,,,,,5,sis de cinc net amb dues agulles,,,,sense puntuació,sense puntuació,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU541+AV541,=AW541+AX541,=AV541+AW541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb dues agulles,6d6aa,,,541,,,125,,,,,,6,sis de sis amb dues agulles,,,,sense puntuació,sense puntuació,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU542+AV542,=AW542+AX542,=AV542+AW542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb dues agulles,6d6naa,,♯,542,,,126,,,,,,6,sis de sis net amb dues agulles,,,,sense puntuació,sense puntuació,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU543+AV543,=AW543+AX543,=AV543+AW543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb dues agulles,6d7faa,,♭,543,,,,,,,,,7,sis de set amb dues agulles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU544+AV544,=AW544+AX544,=AV544+AW544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb dues agulles,6d7aa,,,544,,,127,,,,,,7,sis de set amb dues agulles,,,,sense puntuació,sense puntuació,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU545+AV545,=AW545+AX545,=AV545+AW545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb dues agulles,6d7naa,,♯,545,,,,,,,,,7,sis de set amb dues agulles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU546+AV546,=AW546+AX546,=AV546+AW546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb dues agulles,6d8faa,,♭,546,,,,,,,,,8,sis de vuit amb dues agulles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU547+AV547,=AW547+AX547,=AV547+AW547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb dues agulles,6d8aa,,,547,,,,,,,,,8,sis de vuit amb dues agulles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU548+AV548,=AW548+AX548,=AV548+AW548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb dues agulles,6d8naa,,♯,548,,,,,,,,,8,sis de vuit amb dues agulles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU549+AV549,=AW549+AX549,=AV549+AW549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb dues agulles,6d9fmpaa,,"♭♭
♭",549,,,,,,,,,9,"sis de nou amb folre, manilles i puntals amb dues agulles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU550+AV550,=AW550+AX550,=AV550+AW550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb dues agulles,6d9fmaa,,♭,550,,,,,,,,,9,sis de nou amb folre i manilles amb dues agulles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU551+AV551,=AW551+AX551,=AV551+AW551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb dues agulles,6d9faa,,,551,,,,,,,,,9,sis de nou amb folre amb dues agulles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU552+AV552,=AW552+AX552,=AV552+AW552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb dues agulles,6d9aa,,♯,552,,,,,,,,,9,sis de nou amb dues agulles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU553+AV553,=AW553+AX553,=AV553+AW553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb dues agulles,6d9naa,,♯♯,553,,,,,,,,,9,sis de nou net amb dues agulles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU554+AV554,=AW554+AX554,=AV554+AW554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb dues agulles,6d10fmpaaa,,"♭♭
♭",554,,,,,,,,,10,"sis de deu amb folre, manilles, puntals i ajuts amb dues agulles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU555+AV555,=AW555+AX555,=AV555+AW555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb dues agulles,6d10fmpaa,,♭,555,,,,,,,,,10,"sis de deu amb folre, manilles i puntals amb dues agulles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU556+AV556,=AW556+AX556,=AV556+AW556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb dues agulles,6d10fmaa,,,556,,,,,,,,,10,sis de deu amb folre i manilles amb dues agulles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU557+AV557,=AW557+AX557,=AV557+AW557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb dues agulles,6d10faa,,♯,557,,,,,,,,,10,sis de deu amb folre amb dues agulles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU558+AV558,=AW558+AX558,=AV558+AW558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb dues agulles,6d10aa,,♯♯,558,,,,,,,,,10,sis de deu amb dues agulles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU559+AV559,=AW559+AX559,=AV559+AW559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb dues agulles,6d10naa,,♯♯♯,559,,,,,,,,,10,sis de deu net amb dues agulles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU560+AV560,=AW560+AX560,=AV560+AW560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb dues agulles,6d11fmpalaa,,"♭♭
♭",560,,,,,,,,,11,"sis d’onze amb folre, manilles, puntals, ajuts i llargs amb dues agulles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU561+AV561,=AW561+AX561,=AV561+AW561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el sis,amb dues agulles,6d11fmpaaa,,♭,561,,,,,,,,,11,"sis d’onze amb folre, manilles, puntals i ajuts amb dues agulles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU562+AV562,=AW562+AX562,=AV562+AW562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
